RegionID,SizeRank,RegionName,RegionType,StateName,1/31/2000,2/29/2000,3/31/2000,4/30/2000,5/31/2000,6/30/2000,7/31/2000,8/31/2000,9/30/2000,10/31/2000,11/30/2000,12/31/2000,1/31/2001,2/28/2001,3/31/2001,4/30/2001,5/31/2001,6/30/2001,7/31/2001,8/31/2001,9/30/2001,10/31/2001,11/30/2001,12/31/2001,1/31/2002,2/28/2002,3/31/2002,4/30/2002,5/31/2002,6/30/2002,7/31/2002,8/31/2002,9/30/2002,10/31/2002,11/30/2002,12/31/2002,1/31/2003,2/28/2003,3/31/2003,4/30/2003,5/31/2003,6/30/2003,7/31/2003,8/31/2003,9/30/2003,10/31/2003,11/30/2003,12/31/2003,1/31/2004,2/29/2004,3/31/2004,4/30/2004,5/31/2004,6/30/2004,7/31/2004,8/31/2004,9/30/2004,10/31/2004,11/30/2004,12/31/2004,1/31/2005,2/28/2005,3/31/2005,4/30/2005,5/31/2005,6/30/2005,7/31/2005,8/31/2005,9/30/2005,10/31/2005,11/30/2005,12/31/2005,1/31/2006,2/28/2006,3/31/2006,4/30/2006,5/31/2006,6/30/2006,7/31/2006,8/31/2006,9/30/2006,10/31/2006,11/30/2006,12/31/2006,1/31/2007,2/28/2007,3/31/2007,4/30/2007,5/31/2007,6/30/2007,7/31/2007,8/31/2007,9/30/2007,10/31/2007,11/30/2007,12/31/2007,1/31/2008,2/29/2008,3/31/2008,4/30/2008,5/31/2008,6/30/2008,7/31/2008,8/31/2008,9/30/2008,10/31/2008,11/30/2008,12/31/2008,1/31/2009,2/28/2009,3/31/2009,4/30/2009,5/31/2009,6/30/2009,7/31/2009,8/31/2009,9/30/2009,10/31/2009,11/30/2009,12/31/2009,1/31/2010,2/28/2010,3/31/2010,4/30/2010,5/31/2010,6/30/2010,7/31/2010,8/31/2010,9/30/2010,10/31/2010,11/30/2010,12/31/2010,1/31/2011,2/28/2011,3/31/2011,4/30/2011,5/31/2011,6/30/2011,7/31/2011,8/31/2011,9/30/2011,10/31/2011,11/30/2011,12/31/2011,1/31/2012,2/29/2012,3/31/2012,4/30/2012,5/31/2012,6/30/2012,7/31/2012,8/31/2012,9/30/2012,10/31/2012,11/30/2012,12/31/2012,1/31/2013,2/28/2013,3/31/2013,4/30/2013,5/31/2013,6/30/2013,7/31/2013,8/31/2013,9/30/2013,10/31/2013,11/30/2013,12/31/2013,1/31/2014,2/28/2014,3/31/2014,4/30/2014,5/31/2014,6/30/2014,7/31/2014,8/31/2014,9/30/2014,10/31/2014,11/30/2014,12/31/2014,1/31/2015,2/28/2015,3/31/2015,4/30/2015,5/31/2015,6/30/2015,7/31/2015,8/31/2015,9/30/2015,10/31/2015,11/30/2015,12/31/2015,1/31/2016,2/29/2016,3/31/2016,4/30/2016,5/31/2016,6/30/2016,7/31/2016,8/31/2016,9/30/2016,10/31/2016,11/30/2016,12/31/2016,1/31/2017,2/28/2017,3/31/2017,4/30/2017,5/31/2017,6/30/2017,7/31/2017,8/31/2017,9/30/2017,10/31/2017,11/30/2017,12/31/2017,1/31/2018,2/28/2018,3/31/2018,4/30/2018,5/31/2018,6/30/2018,7/31/2018,8/31/2018,9/30/2018,10/31/2018,11/30/2018,12/31/2018,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019,1/31/2020,2/29/2020,3/31/2020,4/30/2020,5/31/2020,6/30/2020,7/31/2020,8/31/2020,9/30/2020,10/31/2020,11/30/2020,12/31/2020,1/31/2021,2/28/2021,3/31/2021,4/30/2021,5/31/2021,6/30/2021,7/31/2021,8/31/2021,9/30/2021,10/31/2021,11/30/2021,12/31/2021,1/31/2022,2/28/2022,3/31/2022,4/30/2022,5/31/2022,change
25,24,Louisiana,State,LA,106354,106702,106909,107374,107761,108146,108484,108696,109048,109487,110108,110718,111419,112021,112638,113149,113568,113927,114263,114672,115104,115529,115943,116273,116506,116879,117321,117830,118831,119580,120387,,120173,120214,120737,121242,121726,122164,122481,122539,122542,122661,122975,123474,123949,124552,124987,125439,125883,126441,127075,127665,128150,128722,129270,130026,130641,131286,131922,132527,132826,133040,133190,133767,134397,135289,136235,137376,138438,139691,140897,142259,143703,145148,146620,147869,148815,149673,150377,151184,151804,152381,153004,153558,154066,154567,155173,155789,156156,156501,156769,157154,157428,157591,157746,157756,157814,157660,157521,157358,157376,157414,157443,157465,157420,157306,156894,156535,156189,156138,156095,156310,156370,156444,156311,156002,155668,155343,155291,155036,155046,155060,155331,155401,155580,155727,155657,155447,155269,155123,154863,154236,153197,152197,151353,150931,150596,150462,150355,150274,150077,149984,149812,149466,149202,149003,149240,149591,149995,150266,150300,150391,150426,150474,150358,150198,150146,150347,150802,151153,151415,151767,152256,152756,152954,153097,153337,153643,154047,154423,154864,155256,155302,155226,155150,155345,155616,155892,156441,156769,157027,157184,157639,158061,158469,158821,159288,159558,159973,160364,160688,161049,161273,161578,161621,161836,162180,162667,163122,163538,164022,164367,164638,164801,165146,165373,165812,166217,166737,166993,167297,167593,168063,168447,168912,169542,170441,171255,171519,171417,171143,171146,171115,171298,171362,171497,171327,171267,171293,171599,171778,171813,171970,172145,172398,172448,172558,172551,172725,173389,174244,175070,175549,175950,176062,176209,176580,177325,178217,179189,180194,181083,182153,183467,184812,185975,187304,189077,191170,193446,195508,197484,199084,201434,203591,206049,207933,210234,212445,7.3%
24,25,Kentucky,State,KY,92122,92227,92361,92657,92973,93275,93609,93994,94424,94804,95244,95716,96306,96820,97324,97749,98190,98641,99070,99419,99712,99979,100255,100509,100726,100982,101222,101460,101644,101848,102111,102386,102681,102954,103236,103480,103714,103999,104299,104602,104884,105148,105422,105701,106038,106377,106684,106956,107206,107497,107745,107939,108148,108400,108736,109027,109318,109665,109991,110323,110668,111075,111578,112087,112581,113014,113442,113849,114230,114509,114833,115157,115497,115786,116080,116374,116631,116855,117049,117246,117555,117867,118175,118344,118486,118634,118717,118684,118667,118691,118792,118890,118971,119102,119111,119087,118994,118966,118931,118701,118468,118244,118220,118244,118285,118291,118187,118049,117963,117946,117879,117744,117514,117299,117063,116859,116623,116479,116380,116402,116371,116341,116416,116582,116744,116686,116535,116339,116182,116008,115622,115159,114539,113985,113499,113163,112882,112603,112357,112152,111940,111702,111632,111576,111571,111595,111721,111947,112082,112092,112084,112015,112089,112118,112188,112178,112240,112374,112618,112817,113038,113306,113616,113991,114209,114417,114566,114763,114846,115040,115149,115450,115715,116125,116491,116669,116790,116839,117016,117289,117747,118116,118559,118984,119464,119861,120163,120532,120901,121177,121433,121685,122052,122545,123095,123746,124339,125017,125588,126128,126581,127072,127586,128127,128640,129170,129823,130581,131399,132172,132927,133604,134254,134775,135378,135988,136746,137501,138178,138753,139267,139851,140461,140995,141447,141854,142066,142439,142931,143676,144262,144886,145577,146314,146981,147619,148266,148910,149404,149981,150533,151091,151570,152130,152590,153043,153559,154640,155918,157455,159148,160711,162391,164078,165999,167779,169666,171755,173959,175864,177670,179383,181120,183926,186689,189458,191291,193327,195327,12.2%
46,26,Oregon,State,OR,162028,162545,162947,163777,164381,164903,165288,165763,166125,166525,166954,167487,168109,168600,169153,169593,170092,170573,171154,171819,172404,172976,173485,174090,174668,175249,175807,176385,177122,177963,178847,179488,180068,180629,181380,182107,182809,183444,184156,184942,185829,186796,187893,189114,190288,191526,192590,193659,194450,195403,196541,197988,199754,201630,203755,205742,207642,209391,211206,212972,214547,216366,218678,222003,225601,229552,233626,238087,242630,246677,250279,254087,257592,260700,263815,267547,271820,276483,280561,284137,285924,287285,288285,289430,290164,290903,291966,293718,295433,296494,297016,297075,297018,296485,295427,294153,292259,291087,289437,288038,285912,283840,281756,279408,276909,274280,271718,268907,266589,263877,261303,258407,255951,253463,251013,249141,247868,246963,246064,245317,244481,243843,243729,243500,242652,241325,239789,237998,235637,233377,231377,229428,227571,225548,223338,221241,219546,218490,217620,216744,215972,214881,213588,212202,211349,211121,211612,212576,213769,214856,215692,216764,217871,219354,220271,221606,223268,226113,228823,231765,234565,237095,239321,240812,242511,243803,245920,248092,250437,252142,253394,254607,255456,256745,257818,259143,260428,261908,263420,264862,266377,268179,270210,271973,273877,275834,278032,280469,282736,285083,287410,290242,293261,295609,297908,300525,303722,306619,309523,311961,314373,316498,318561,321286,323960,327079,329555,331961,333621,334913,336025,337463,338832,340410,342327,344621,346973,349531,352132,354073,355513,356843,358372,359729,360753,361875,363522,365486,367577,368978,369729,369696,369485,369532,369480,370024,370327,371951,373464,375461,377476,379489,382020,383612,384756,385150,386361,389079,393629,399029,405126,410338,415561,420929,427413,434754,443144,452854,462624,470688,476910,481692,486397,491117,497114,503773,511472,518905,525182,17.6%
45,27,Oklahoma,State,OK,79621,79686,79901,80235,80633,80951,81289,81593,81874,82135,82487,82923,83414,83871,84243,84576,84835,85096,85333,85629,85944,86237,86474,86708,86955,87280,87554,87826,88026,88236,88466,88717,89002,89274,89551,89818,90070,90337,90623,90941,91190,91398,91585,91832,92121,92379,92604,92839,93148,93494,93795,94058,94295,94525,94761,95076,95475,95904,96218,96539,96928,97322,97690,98007,98356,98654,98960,99270,99632,99933,100281,100614,100984,101435,101962,102453,102853,103223,103606,103977,104281,104609,104932,105252,105507,105681,105826,106004,106258,106588,106970,107301,107537,107677,107834,107951,107958,108021,107829,107878,107923,108224,108287,108270,108270,108381,108303,108151,107964,107675,107496,107360,107484,107663,107827,107983,108096,108114,108269,108395,108602,108717,108934,109231,109536,109600,109385,109113,108786,108350,107704,107241,106948,106799,106529,106236,105929,105709,105692,105783,105949,105768,105530,105259,105171,105199,105277,105540,105887,106179,106397,106560,106583,106492,106500,106688,107011,107227,107474,107807,108048,108305,108573,108943,109311,109420,109491,109520,109835,110195,110568,110825,111149,111403,111700,111937,112221,112657,113015,113345,113649,114134,114710,115210,115542,115846,116101,116334,116496,116407,116325,116340,116653,117086,117505,117897,118255,118603,118942,119246,119569,119994,120409,120857,121074,121323,121517,121918,122302,122641,122863,123113,123507,124064,124645,125184,125609,125787,125944,126038,126281,126424,126617,126814,127094,127569,128155,128712,129098,129530,129907,130178,130370,130759,131257,131768,132238,132864,133779,134585,135488,136001,136649,137133,137657,138133,138680,139461,140366,141479,142831,144152,145703,147044,148557,149961,151789,153865,155936,157857,159680,161633,163670,166442,169198,171942,174114,176280,178378,11.4%
11,28,Connecticut,State,CT,173986,174937,175823,177217,178180,179111,180134,181398,182644,184058,185465,186683,187835,188845,190153,191583,193098,194497,195778,197637,199578,201815,203560,204973,206141,207365,208945,210729,212755,214974,217230,219323,221086,223476,226169,228677,230694,232215,234193,236391,239051,241593,244012,246144,248585,250625,253108,255347,257573,259333,261197,263574,266458,269621,272692,275516,278249,281392,284786,287761,289969,291789,294309,297239,300482,303573,306538,309713,312798,315983,318804,321021,322601,323134,324761,326427,328658,329484,330137,330161,330059,329496,328742,328086,327983,328053,328084,327737,327270,326385,325382,324574,324088,323485,322257,320847,318225,315759,312826,310996,309535,308306,306604,304195,301297,298408,295783,293703,291770,290747,289089,287668,285179,282975,280619,279205,277866,276837,275221,273817,272417,271929,272129,273187,273836,274284,273650,272621,271072,268767,266044,263577,262520,262071,261004,259721,258107,257229,255784,254061,251961,249835,248233,246668,245442,244326,243532,242795,241949,240550,239246,238290,237636,237410,237490,238202,239201,239875,240713,242081,243854,245537,246414,247094,247821,248282,248736,248709,248673,248891,248821,248725,248172,248012,247688,246783,245721,244892,244558,244243,244097,244188,244839,245290,245867,245904,246045,245881,245910,245416,244744,244459,244837,245330,245657,245383,245334,245086,245176,244874,244427,244447,245217,246187,247147,247563,248239,248998,250001,250672,251520,252262,253064,253721,254781,255547,255945,255933,256357,256812,257291,257729,258168,258730,258907,259221,259305,259906,259727,260040,260336,261050,261422,261356,261215,261029,261089,261205,261472,261667,262242,262571,263320,264073,264677,265580,267475,,,279278,283907,287911,291593,295971,300533,305290,310626,316668,322585,326647,329315,331190,333144,335245,338174,342191,346697,351986,356628,19.2%
19,29,Iowa,State,IA,94500,94786,95021,95510,95973,96376,96760,97045,97380,97823,98242,98752,99043,99386,99593,99953,100304,100729,101103,101520,101924,102330,102722,103153,103391,103579,103683,104063,104532,105087,105494,105837,106077,106403,106785,107228,107594,107924,108174,108458,108741,109065,109459,109943,110438,110925,111361,111778,112103,112335,112591,112937,113319,113721,114085,114490,114845,115225,115495,115881,116187,116586,116907,117415,118079,118884,119733,120457,121018,121375,121739,122093,122362,122571,122760,122979,123215,123468,123789,124116,124420,124695,124963,125262,125504,125753,125981,126239,126314,126313,126280,126402,126519,126649,126756,126960,127216,127255,127098,126835,126712,126586,126466,126371,126341,126221,126108,125975,125771,125501,125296,125205,125156,125032,124954,124835,124724,124595,124510,124445,124459,124540,124807,125021,125157,125057,124856,124575,124234,123815,123427,123028,122744,122413,122077,121732,121419,121186,121037,120953,120937,120916,120970,121045,121026,121012,121032,121165,121367,121564,121808,121953,122163,122487,122856,123238,123703,124233,124588,124781,124964,125255,125479,125628,125751,125858,125937,126125,126395,126820,127401,128078,128677,129064,129308,129391,129480,129532,129635,129744,130050,130399,130887,131350,131906,132386,132848,133245,133580,133887,134269,134658,135021,135434,135939,136447,136928,137365,137814,138198,138478,138757,139106,139616,140245,140882,141524,142152,142709,143219,143652,144118,144556,144965,145441,146032,146476,146873,147212,147766,148319,148667,149013,149385,149880,150342,150744,151225,151778,152456,153004,153400,153629,154031,154446,154928,155268,155645,155984,156386,156791,157049,157247,157359,157608,157963,158541,158944,159402,159869,160794,161623,,,166808,168326,169718,171349,173058,174571,176220,177667,179195,181292,183408,185509,186813,188158,189531,8.5%
34,30,Mississippi,State,MS,83399,83411,83456,83612,84027,84498,84876,85200,85494,85905,86342,86967,87546,87858,88074,88281,88670,89004,89257,89551,89810,90234,90467,90656,90764,90831,90924,90894,91073,91273,91634,91866,92191,92525,92819,93040,93158,93330,93587,93919,94201,94409,94458,94685,94907,95284,95466,95605,95781,96041,96384,96673,96955,97188,97497,97883,98422,98983,99394,99653,99822,100200,100686,101284,101782,102459,103017,103817,104589,105603,106339,106763,107123,107721,108635,109699,110389,111144,111599,112498,113350,114399,115130,115672,116100,116379,116563,116770,117239,117554,117677,117802,118004,118246,118318,118142,118107,117931,117861,117451,116820,116199,115557,115106,114618,114275,114066,113914,113589,113259,113018,112876,112661,112357,112117,111769,111399,110965,110652,110410,110299,110257,110171,110021,109812,109614,109280,108870,108361,107853,107482,107381,107394,107336,107200,106998,106898,106718,106781,106703,106616,106299,106128,106024,105954,105864,105736,105696,105702,105707,105752,105700,105489,105203,105034,105041,105070,105079,105157,105133,105082,104915,104799,104654,104559,104440,104351,104424,104498,104666,104773,105010,105260,105484,105789,106111,106457,106822,107237,107743,108259,108753,109143,109536,109870,110287,110648,110963,111180,111345,111449,111546,111654,111800,111979,112199,112450,112770,113088,113463,113812,114060,114288,114526,114836,115092,115330,115644,115970,116280,116537,116799,117157,117538,117974,118289,118606,118957,119282,119600,119926,120367,120816,121173,121598,122030,122510,122928,123273,123728,124180,124745,125177,125626,125979,126296,126570,126938,127395,127890,128326,128692,128970,129081,129332,129598,130090,130348,130786,131475,132459,133573,134935,136428,137887,139150,140457,141887,143528,145106,146644,147874,149142,151566,153978,156875,158590,160508,161862,9.5%
6,31,Arkansas,State,AR,79633,79803,79952,80255,80477,80668,80841,81078,81362,81654,82104,82607,83223,83522,83765,83876,84190,84493,84844,85096,85320,85441,85550,85626,85756,85941,86140,86337,86578,86854,87171,87419,87704,88051,88422,88774,88999,89278,89536,89854,90214,90577,90982,91323,91724,92096,92469,92809,93186,93659,94177,94718,95168,95624,96052,96531,97025,97520,98011,98487,99121,99833,100595,101294,101953,102619,103313,103919,104566,105207,105979,106654,107224,107750,108287,108845,109361,109863,110331,110765,111198,111479,111739,111939,112144,112330,112454,112625,112666,112737,112775,112953,113028,113101,113045,113031,112966,112980,113001,113046,112954,112752,112542,112244,111984,111649,111371,111023,110652,110192,109725,109270,108950,108733,108484,108145,107753,107410,107278,107252,107388,107474,107593,107652,107733,107693,107453,107197,106750,106339,105792,105321,104920,104647,104485,104285,103984,103758,103636,103624,103631,103678,103671,103614,103588,103636,103840,104146,104564,104901,105105,105275,105507,105721,105946,106174,106499,106778,106946,107038,107104,107209,107330,107486,107625,107756,107792,107743,107779,107958,108277,108564,108785,108920,108960,109040,109208,109477,109769,110037,110300,110524,110710,110903,111013,111218,111460,111772,112058,112310,112628,112919,113227,113556,113943,114317,114705,115085,115442,115729,116021,116348,116715,117118,117520,117919,118356,118745,119148,119487,120012,120531,121026,121426,121851,122369,122842,123396,123874,124434,124873,125267,125620,125936,126349,126763,127261,127822,128316,128780,129134,129564,129980,130427,130804,131252,131693,132196,132466,132755,132982,133442,133934,134518,134908,135392,135911,136662,137440,138360,139540,140712,,143976,145932,147511,149556,151508,153767,155748,157794,159512,161355,164158,167002,170109,172212,174446,176293,11.9%
23,32,Kansas,State,KS,94363,94425,94591,94800,95065,95318,95663,96027,96357,96730,97162,97678,98345,99102,99860,100442,100969,101468,101950,102399,102805,103239,103671,104141,104585,104951,105285,105583,105428,105256,105077,105058,105090,105124,105953,106641,107358,107590,107453,106922,106671,106794,107510,108084,108762,109267,109553,109870,110071,110373,110813,111520,112093,112506,112692,113044,114324,115678,116986,117424,117999,118505,118952,119221,119626,119489,119495,119489,120112,120368,120434,120692,121106,121661,121950,122298,122542,122786,123073,123525,123916,124357,124714,125136,125438,125686,125955,126339,126759,127059,127301,127629,127941,128218,128270,128228,128152,128105,128181,128250,128419,128518,128485,128515,128486,128514,128225,127933,127476,127314,127243,127483,127621,127785,127837,127853,127808,127838,127870,127827,127737,127547,127647,127745,127955,127976,127734,127187,126515,126041,125625,125205,124777,124453,124030,123541,123265,123069,122890,122572,122222,121811,121507,121230,121155,121166,121373,121593,121786,122076,122310,122449,122322,122264,122379,122576,122618,122515,122738,123107,123565,123781,123965,124037,124146,124301,124537,124805,124993,125156,125109,125185,125291,125613,125982,126332,126657,126913,127249,127565,127941,128263,128714,129232,129807,130420,130912,131329,131618,131995,132375,132778,133141,133616,134043,134466,134900,135348,135812,136242,136710,137186,137721,138323,138945,139570,140214,140894,141354,141678,141994,142474,143110,143807,144646,145542,146395,147103,147650,148173,148732,149274,149647,150028,150517,151115,151863,152578,153283,153808,154272,154698,155070,155503,155992,156525,157047,157603,158018,158560,159109,159748,160320,160933,161528,162056,162689,163623,164790,166312,,170164,172543,174903,177293,179199,181217,183511,185765,187929,189875,191873,193395,195373,197414,199419,200971,202452,204054,13.2%
55,33,Utah,State,UT,180260,180408,180617,181106,182980,184589,186124,186320,186812,187240,187874,188447,189018,189300,189487,189678,189773,189984,190117,190428,190668,190958,191136,191202,191251,191184,191349,191521,191653,191754,191853,191816,191595,191111,190901,190671,190571,190637,190615,190838,191042,191457,191677,191766,191829,191954,192181,192421,192663,193071,193483,193936,194101,194343,194557,194785,194932,195027,195057,195013,194996,195384,195936,196761,197427,198232,199162,200251,201437,202665,204113,205592,206918,208428,210137,212365,214697,217832,221686,225767,229577,232840,235876,238515,241273,243934,246698,249201,251775,254853,257928,260903,262838,264298,265566,266838,267460,267182,265901,264046,261971,259784,257687,255300,253403,251504,249772,247628,244863,242316,239747,237977,235937,234091,232392,230782,229201,227768,226871,226160,225300,224493,223809,223543,223129,222099,220389,218220,216623,215079,213268,210955,208951,207127,206014,204801,203969,202883,202178,201907,201124,200372,199542,199614,199595,199928,200304,201279,202670,204016,205027,205923,207331,209118,210967,212877,214749,216754,218990,221747,224227,227101,229685,232242,234273,235954,237248,237826,238560,239232,240436,240853,241324,241529,241613,241833,241822,242468,243285,244029,244995,245906,247550,249357,251107,252594,254316,256428,258636,260420,261771,263124,264767,266454,268025,269425,271339,273277,275448,276924,278680,280200,282323,284486,286592,288572,290859,293304,295664,297972,300321,302834,304718,306458,308314,310809,313297,316244,319011,321902,324363,326458,329012,331362,333973,336459,339165,341883,344961,347680,349888,350939,351546,352429,353646,355273,356899,357878,359004,360190,362990,365545,368419,370477,372900,374968,377967,382054,386965,392617,398181,405453,411820,420122,427892,437884,450104,465502,480854,493547,501752,509026,515529,524711,533706,545720,555306,566742,574570,24.1%
42,34,Nevada,State,NV,164397,164444,164763,165439,166158,166807,167318,167981,168696,169403,170118,170796,171492,172296,173145,174008,174902,175817,176870,178029,179135,180189,181039,182008,182804,183527,184379,185413,186534,187422,188305,189230,190014,191042,192193,193507,194714,195949,197329,198772,200487,202187,204273,206466,209059,211708,214871,218026,221661,225314,,236771,244305,252079,263195,272553,283674,290925,298020,301991,305551,311654,317851,326617,331529,335684,337952,341814,344670,346556,347407,347695,348228,348291,350676,353473,356344,357123,357246,356723,355785,354021,351718,350383,348734,347869,346507,344553,342145,338921,335244,331388,326935,322758,316146,309464,300735,291771,282795,275794,270132,263252,255831,248102,240385,233242,225120,218629,211630,206807,201533,196339,189833,183324,177059,172514,168992,166852,165093,163143,162295,161417,160654,159225,157932,157554,156919,156049,154547,153305,152708,151926,150331,148272,146142,144123,142860,141169,140141,138257,137426,136657,136168,135588,135430,135152,134820,134608,134996,136398,137870,139903,141729,143650,145750,148023,150848,153968,157815,161088,165066,169453,174612,178930,182839,186290,189482,191691,193655,195555,197005,197952,198446,199118,200320,201086,201139,201960,202859,204975,206257,207857,208942,210402,212465,214313,215339,216379,217915,219039,219715,220563,222173,223876,224896,226617,228141,230380,232059,233405,234661,234853,235728,234701,234967,235504,238346,240848,243379,246361,249850,252611,255868,259430,263556,267334,269997,273355,275523,278688,281335,285258,288676,292364,294789,296440,297383,299152,300936,302790,303383,304441,304895,304892,303633,302256,301254,301666,303136,304571,306124,307496,309932,312287,312579,311020,310590,312978,317321,321073,324800,328833,333072,337223,341582,346793,355725,367199,379041,388301,396177,403342,410602,417202,426602,436519,447661,456124,463340,18.1%
41,35,New Mexico,State,NM,,,,,,,,,,,,,,,,,,,,,,,,,,,,138129,138390,138452,138811,139165,139596,139938,140279,140593,140957,141228,141458,141626,141869,142317,142867,143449,143874,144373,144973,145839,146534,147352,147899,148500,149201,150218,151345,152225,152815,153397,153960,154623,155264,155917,156824,157775,158812,159920,161429,163177,165219,167126,169047,170919,172715,174550,176336,178660,180829,183118,184903,186870,188704,190510,191986,193088,193862,194522,194966,195922,196770,198161,199003,199739,199761,199748,199684,199775,199648,199403,198960,198386,197726,196852,195842,194720,193752,192528,191395,190503,189929,189200,187708,186600,185567,185809,185325,185076,184056,184058,183625,183254,183044,183100,183453,182899,182403,181172,180028,178854,177788,176032,174231,172694,172511,172457,172518,171689,170590,169311,168639,168153,167843,167429,166991,166563,166249,166002,165714,165475,165601,165669,165802,165721,166071,166098,166318,165936,165688,165441,165901,166479,167295,167986,168536,169349,169448,169906,170003,171213,172145,172887,173038,173125,173193,172797,172462,171846,171825,171777,172383,172743,172777,172630,172680,173306,173773,174186,174582,175083,175302,175138,174633,174518,174693,175238,176152,177036,177946,178489,178979,178920,179054,179647,180767,181743,181920,182031,182037,182722,183396,184101,184700,185258,185794,185960,186366,186634,186978,187548,188642,189993,191081,191818,192028,192406,192881,194173,195349,196700,197786,198564,199218,199956,200975,202083,203151,204118,205087,205637,206289,207053,208157,209281,210666,212081,213539,214514,215861,217470,219650,221981,224954,227732,231102,234507,238188,241277,244745,248762,253376,257126,260475,263521,266861,270765,274945,279347,283666,287745,291328,16.0%
61,36,West Virginia,State,WV,68369,68426,68497,68625,68750,68928,69143,69451,69683,70000,70466,71083,71800,72127,72425,72542,72877,73131,73375,73599,73776,74005,74109,74201,74273,74521,74848,75101,75271,75422,75631,75885,76124,76485,76669,76826,76883,77225,77614,78032,78379,78720,79071,79281,79475,79602,79885,80228,80691,81207,81833,82340,82780,83186,83775,84380,84964,85500,86055,86598,87211,87873,88378,88852,89443,90220,91022,91358,91678,91915,92441,92942,93473,93570,93547,93370,93724,94113,94447,94692,95012,95486,95687,95786,95726,95865,96073,96322,96518,96676,96787,96925,96988,97063,97075,97173,97308,97493,97604,97703,97807,97994,98212,98350,,,95564,95464,95737,95913,96092,95908,95697,95486,95240,95077,94174,93295,92323,92102,92062,92168,92475,92780,93051,93310,93486,93732,93347,92848,92236,92078,91940,91810,91567,91412,91295,91389,91420,91513,91395,91303,91218,91258,91253,91290,91392,91520,91524,91536,91599,91733,91813,91872,91938,91998,92058,92193,92460,92755,92957,93090,93270,93504,93857,94212,94582,94823,94883,94870,94912,95098,95273,95361,95438,95573,95889,96233,96575,96795,96860,96991,97144,97450,97699,97883,98039,98177,98514,98817,99135,99294,99492,99657,99862,100069,100285,100389,100469,100536,100726,100915,101072,101157,101134,101192,101256,101487,101721,101962,102216,102530,103041,103628,104240,104657,105027,105370,105669,105904,106033,106096,106110,106105,106337,106548,106864,107135,107532,107947,108354,108754,109133,109454,109759,110061,110422,110751,110710,110662,110680,110862,111004,111192,111564,111887,112183,112393,112770,113272,114274,115166,116145,117037,118064,119042,119865,120739,121669,122601,123484,124415,125324,,129962,132600,133616,134844,135675,7.9%
38,37,Nebraska,State,NE,117738,118049,118282,118667,118791,118848,118878,119101,119345,119601,119929,120270,120863,121171,117465,113525,109817,110114,110457,110717,110990,111232,111482,111775,112139,112487,112820,113059,113439,113745,114091,114360,114694,115075,115431,115849,116299,116770,117212,117577,118074,118494,119057,119500,120070,120549,121063,121565,122093,122664,123200,123698,124271,124822,125461,125939,126246,126466,126714,127180,127669,128125,128603,129043,129574,129973,130438,130771,131163,131485,131850,132107,132442,132789,133197,133574,133948,134243,134479,134518,134658,134839,135137,135319,135466,135544,135626,135675,135663,135283,135175,135106,135214,134762,134409,134052,133665,133059,132551,132292,132122,131997,131844,131623,131217,130676,130076,129475,128979,128757,129068,129318,129705,129824,129965,130040,130319,130726,131026,131465,131957,132379,132421,132908,133153,133155,132241,131235,130226,129395,128623,128157,127987,127961,127883,127398,127189,127025,127109,127161,127065,127115,127112,127001,126586,126108,126141,126522,127068,127460,127859,128109,128517,128637,129062,129489,130553,131594,132295,132669,132824,133226,133510,133804,133931,134124,134276,134455,134384,134662,135272,136385,137174,137712,138036,138297,138434,138550,138693,139075,139529,140334,141186,142099,142896,143654,144278,144902,145388,145974,146563,146946,147282,147485,147801,148166,148716,149464,150304,151172,152032,152925,153686,154411,155040,155967,157125,158413,159381,160232,161012,161827,162679,163694,164776,165798,166615,167444,168141,168977,169901,170959,171847,172714,173526,174384,175203,176042,176833,177455,178081,178729,179396,180096,180881,181753,182569,183377,183970,184483,185134,185956,186805,187306,187534,187927,188639,189823,191233,193172,195242,197151,199649,202394,205465,207831,210658,213443,216027,217906,219509,220951,222540,225572,228960,232221,234108,236023,237840,13.6%
