RegionID,SizeRank,RegionName,RegionType,StateName,1/31/2000,2/29/2000,3/31/2000,4/30/2000,5/31/2000,6/30/2000,7/31/2000,8/31/2000,9/30/2000,10/31/2000,11/30/2000,12/31/2000,1/31/2001,2/28/2001,3/31/2001,4/30/2001,5/31/2001,6/30/2001,7/31/2001,8/31/2001,9/30/2001,10/31/2001,11/30/2001,12/31/2001,1/31/2002,2/28/2002,3/31/2002,4/30/2002,5/31/2002,6/30/2002,7/31/2002,8/31/2002,9/30/2002,10/31/2002,11/30/2002,12/31/2002,1/31/2003,2/28/2003,3/31/2003,4/30/2003,5/31/2003,6/30/2003,7/31/2003,8/31/2003,9/30/2003,10/31/2003,11/30/2003,12/31/2003,1/31/2004,2/29/2004,3/31/2004,4/30/2004,5/31/2004,6/30/2004,7/31/2004,8/31/2004,9/30/2004,10/31/2004,11/30/2004,12/31/2004,1/31/2005,2/28/2005,3/31/2005,4/30/2005,5/31/2005,6/30/2005,7/31/2005,8/31/2005,9/30/2005,10/31/2005,11/30/2005,12/31/2005,1/31/2006,2/28/2006,3/31/2006,4/30/2006,5/31/2006,6/30/2006,7/31/2006,8/31/2006,9/30/2006,10/31/2006,11/30/2006,12/31/2006,1/31/2007,2/28/2007,3/31/2007,4/30/2007,5/31/2007,6/30/2007,7/31/2007,8/31/2007,9/30/2007,10/31/2007,11/30/2007,12/31/2007,1/31/2008,2/29/2008,3/31/2008,4/30/2008,5/31/2008,6/30/2008,7/31/2008,8/31/2008,9/30/2008,10/31/2008,11/30/2008,12/31/2008,1/31/2009,2/28/2009,3/31/2009,4/30/2009,5/31/2009,6/30/2009,7/31/2009,8/31/2009,9/30/2009,10/31/2009,11/30/2009,12/31/2009,1/31/2010,2/28/2010,3/31/2010,4/30/2010,5/31/2010,6/30/2010,7/31/2010,8/31/2010,9/30/2010,10/31/2010,11/30/2010,12/31/2010,1/31/2011,2/28/2011,3/31/2011,4/30/2011,5/31/2011,6/30/2011,7/31/2011,8/31/2011,9/30/2011,10/31/2011,11/30/2011,12/31/2011,1/31/2012,2/29/2012,3/31/2012,4/30/2012,5/31/2012,6/30/2012,7/31/2012,8/31/2012,9/30/2012,10/31/2012,11/30/2012,12/31/2012,1/31/2013,2/28/2013,3/31/2013,4/30/2013,5/31/2013,6/30/2013,7/31/2013,8/31/2013,9/30/2013,10/31/2013,11/30/2013,12/31/2013,1/31/2014,2/28/2014,3/31/2014,4/30/2014,5/31/2014,6/30/2014,7/31/2014,8/31/2014,9/30/2014,10/31/2014,11/30/2014,12/31/2014,1/31/2015,2/28/2015,3/31/2015,4/30/2015,5/31/2015,6/30/2015,7/31/2015,8/31/2015,9/30/2015,10/31/2015,11/30/2015,12/31/2015,1/31/2016,2/29/2016,3/31/2016,4/30/2016,5/31/2016,6/30/2016,7/31/2016,8/31/2016,9/30/2016,10/31/2016,11/30/2016,12/31/2016,1/31/2017,2/28/2017,3/31/2017,4/30/2017,5/31/2017,6/30/2017,7/31/2017,8/31/2017,9/30/2017,10/31/2017,11/30/2017,12/31/2017,1/31/2018,2/28/2018,3/31/2018,4/30/2018,5/31/2018,6/30/2018,7/31/2018,8/31/2018,9/30/2018,10/31/2018,11/30/2018,12/31/2018,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019,1/31/2020,2/29/2020,3/31/2020,4/30/2020,5/31/2020,6/30/2020,7/31/2020,8/31/2020,9/30/2020,10/31/2020,11/30/2020,12/31/2020,1/31/2021,2/28/2021,3/31/2021,4/30/2021,5/31/2021,6/30/2021,7/31/2021,8/31/2021,9/30/2021,10/31/2021,11/30/2021,12/31/2021,1/31/2022,2/28/2022,3/31/2022,4/30/2022,5/31/2022,change
40,10,New Jersey,State,NJ,186713,187484,188130,189520,190728,192104,193560,195348,197266,199150,200734,202143,203509,205235,206951,208832,210566,212498,214492,216686,219019,221446,223539,225415,227214,229246,231382,233548,235745,238187,240875,244242,247881,251650,254935,258030,261039,264065,267080,270121,273277,276624,280099,283670,286907,289801,292237,294614,297063,299715,302789,306110,310012,314057,318305,322621,326802,330923,334655,338166,341535,344750,348190,352320,356823,361496,365813,370075,374067,378106,381929,385460,388310,391150,394021,397272,400175,402570,403864,404177,403946,403127,402085,400516,399068,398158,398122,398395,398171,396965,395069,393007,391132,389455,387691,385889,384398,383243,381505,378776,375214,371901,368826,365870,362753,359395,355823,352746,350593,348754,346822,344115,341424,338776,336459,334506,332881,331767,331048,330872,330842,330934,330745,330556,330134,329492,328389,326764,324647,322262,320078,318118,316595,315045,313393,311395,309170,306848,304381,302327,300539,298907,297048,295135,293766,292893,292603,291865,291125,289977,288960,287851,287196,286974,287194,287546,288410,289137,290056,290596,291578,292920,294514,296101,297319,298428,299629,300596,301715,302422,303853,305203,306601,307404,307776,307752,307334,306826,306300,306032,306190,306913,307296,307876,308280,308756,308750,308531,308452,308410,308651,308762,308605,308634,308860,309579,310194,310770,311167,311286,311405,311688,312061,312476,313093,313753,315060,316254,317975,318780,319720,320493,321591,322546,323616,324807,326131,327707,329252,331248,332564,333721,334221,334620,335255,336020,336876,337618,337943,338380,338965,339886,340900,341497,342001,341909,341691,341566,341725,342639,343468,344698,345811,347599,348533,349469,350548,353702,358358,364013,369493,374917,379215,383695,388008,393162,399108,406275,413762,420597,425778,429812,433196,436422,440066,444094,449330,455484,461990,16.3%
56,11,Virginia,State,VA,135777,136264,136718,137536,138252,138900,139732,140680,141704,142633,143617,144644,145689,146582,147558,148561,149686,150743,151902,153015,154187,155291,156490,157599,158651,159733,160888,162204,163505,164959,166464,168054,169612,171123,172539,173857,175000,176240,177579,179166,180870,182632,184568,186507,188524,190586,192561,194467,196178,198214,200624,203509,206914,210701,214973,219376,223735,227437,230643,233892,237281,240550,244132,248294,253292,258028,262560,266546,270678,274218,277534,280122,282486,284899,287360,289498,290817,291660,292475,292942,292793,292309,291911,291736,291456,291434,291402,291704,291284,290357,288776,287337,286143,285157,284115,282575,280860,278959,276691,274143,271408,269205,266764,264076,261388,259336,257662,256080,254211,252494,250808,249379,248118,246892,245790,244654,243585,242679,242328,242445,242977,243413,243860,244341,244668,244462,243473,242288,241174,240259,239296,238618,238004,237346,236536,235834,235127,234488,233780,233252,232557,231870,231345,231210,231249,231600,232023,232395,232697,232830,233022,233059,233329,234012,235160,236164,237290,238263,239426,240260,240921,241461,242146,242957,243941,244671,245481,246236,247316,248053,248688,248968,249213,249430,249673,249767,249848,250036,250321,250609,250674,251020,251387,251656,251932,252049,252218,252359,252640,252962,253245,253613,254140,254259,254427,254786,255490,256082,256547,257057,257679,258308,259135,260095,261138,262226,263110,263967,264479,265105,265566,266264,266965,267887,268811,269552,270437,271121,272135,272862,273781,274537,275344,276059,276755,277547,278309,279319,280238,281558,282741,283837,284446,284992,285608,286606,287773,289034,289668,290187,290538,291545,292504,293685,294743,295945,297418,299281,301548,304122,306972,309906,313309,316683,320513,324468,328836,333211,337025,340249,342897,345354,348076,351807,355773,359975,363480,367006,370151,12.6%
59,12,Washington,State,WA,175515,176118,176634,177636,178583,179372,180245,180977,181640,182221,182885,183760,184671,185600,186461,187283,187895,188534,189089,189865,190485,191280,191925,192865,193578,194363,195031,195629,196090,196469,197021,197679,198291,198906,199493,199902,200493,201088,202101,203089,204315,205414,206563,207920,209275,210612,211646,212831,214135,215485,216913,218591,220764,223177,225469,227609,229577,231556,233657,236105,238576,240689,243282,246467,250194,254509,259132,264288,268816,272743,276373,279733,282647,285895,289290,293473,297484,301232,304672,307784,310404,312542,313833,314672,315281,316395,318337,320768,322671,323752,324174,324699,324804,323883,322171,320375,318688,317231,315780,313723,311067,308183,305592,302622,299539,296628,293753,290638,287968,285096,282147,278134,274810,272041,270293,268587,267136,266234,265831,265430,264050,262756,261634,262006,262390,261877,259966,257298,254886,252228,249778,247366,245408,243914,242024,239973,236806,234475,232266,230753,228860,227092,225468,224168,223303,222173,221843,221835,222847,224123,225591,226969,228188,229626,231411,233307,234907,236731,238884,241386,244013,246298,248673,250795,252889,254567,255910,257329,259102,261133,262290,263255,263888,265549,266813,267800,268295,269413,270877,272901,275197,277090,279154,280956,283344,285207,286939,289072,291202,293527,295966,298781,301518,304783,307822,310849,313159,315473,317935,320022,322191,324170,326978,330268,333776,337412,340898,344548,347772,350722,353632,356351,358925,361746,364700,368640,372890,377698,382050,385664,388315,389936,390966,391938,393611,395422,397226,398527,400274,401260,402172,402297,403031,403447,404273,405284,406839,408466,411033,414423,418779,422917,427385,430770,431801,432331,434033,439423,445844,453342,460229,466375,472607,479368,487064,495764,505286,517969,529789,540819,548779,556543,565310,574663,584566,594719,605992,617817,625264,19.8%
26,13,Massachusetts,State,MA,209382,210378,211418,213378,215287,217269,219625,222549,225749,229080,232204,235356,238118,240710,243355,246128,248930,251846,254906,258259,261367,264848,268179,271281,273642,275780,278141,280683,283379,286098,289235,292463,296095,300394,304787,308837,311860,314889,318016,321508,324841,327701,329897,332129,334740,337599,340404,342967,345387,347935,350625,353665,356619,359290,362022,364802,368290,371574,374605,377011,379320,382340,385462,388787,391406,392977,393830,394277,395527,396894,397932,397773,397392,396467,396093,395778,395541,394773,392614,390250,387404,385130,382560,380466,379060,378106,377595,376868,376017,374762,373083,371490,369947,368099,366249,364409,362464,360201,357769,355635,353878,352297,350342,348074,345139,342108,339113,336558,334377,332198,329918,328075,327010,326349,325825,325262,324965,324682,324835,325642,326992,328598,329704,330928,331537,332086,331552,330625,328541,326563,324813,324190,323446,322150,320310,318942,317793,317103,316276,315393,313851,311918,310089,308903,307888,306922,306701,307120,308056,308506,308951,309140,309273,309933,311408,313582,315146,317641,320025,322767,324899,326784,328888,330884,333303,335408,337081,338135,339315,340338,342031,343794,345410,346399,347051,347562,347699,347608,347887,349186,351351,353329,354777,355274,356121,356800,358167,359295,360569,361921,362896,363556,364797,366911,369016,371276,373314,375321,376184,376752,378232,379863,382293,383925,385701,386837,388230,390374,392834,395712,398317,399926,401697,402969,405254,407059,409399,411995,414648,416592,418250,420110,422023,423479,424413,425351,426036,427103,428009,428408,428347,428444,428993,429794,429866,430197,430961,432079,433125,434400,436599,438640,441125,442527,443722,443928,445956,450566,456643,463370,469770,476172,481933,487912,493943,500453,507852,517066,526160,534075,539117,543441,547526,552230,557691,563947,571375,579918,587166,16.5%
22,14,Indiana,State,IN,103584,103520,103422,102963,102832,102946,103547,103973,104285,104673,105243,105927,106414,106556,106611,106648,106961,107321,107725,108014,108108,108356,108523,108857,108835,108886,108746,108690,108800,109103,109448,109490,109423,109514,109729,109997,110054,110111,110141,110294,110509,110807,111122,111349,111497,111723,111932,112171,112330,112502,112755,112964,113363,113745,114177,114530,114759,115092,115374,115729,116587,117615,118655,119133,119643,120303,120990,121437,121722,121955,122174,122344,122299,122298,122152,122200,122352,122814,123260,123648,123935,124334,124614,124893,124965,125084,125091,125216,125160,125115,124931,124862,124743,124768,125006,125363,125573,125592,125527,125399,125231,125093,124856,124470,123979,123626,123273,122797,122431,122119,121992,121820,121667,121526,121222,120895,120562,120286,120153,120098,120032,120088,120117,120331,120364,120412,120266,119997,119484,118942,118337,117879,117436,117038,116711,116422,116129,115869,115758,115845,115931,115920,115776,115565,115272,115133,115132,115369,115590,115697,115710,115674,115674,115749,115675,115697,115656,115843,116015,116416,116780,117175,117467,117772,117993,118122,118366,118690,119053,119404,119817,120315,120743,121125,121513,121887,122201,122457,122759,123070,123285,123485,123671,124089,124485,124929,125143,125373,125612,125827,126112,126404,126811,127189,127488,127871,128337,128988,129723,130436,131107,131695,132188,132592,132946,133465,134166,135048,135920,136724,137377,138095,138754,139592,140397,141239,141905,142608,143481,144475,145426,146359,147392,148377,149225,149828,150610,151513,152652,153472,154228,154779,155530,156142,156764,157393,158205,159042,159750,160301,160969,161802,162662,163500,164239,165002,165885,166922,168296,169830,171763,173819,176416,178960,181598,183751,186177,188788,191676,194424,196941,199404,201884,204846,207900,211100,213694,216355,218636,14.4%
8,15,Arizona,State,AZ,137216,137548,137939,138701,139494,140115,140774,141410,142169,142866,143519,144160,144788,145425,146065,146715,147366,148007,148597,149211,149845,150553,151259,151892,152396,152875,153435,154058,154661,155356,156095,156972,157655,158394,159018,159773,160434,161178,161820,162589,163354,164211,165078,166041,167141,168189,169031,169758,170424,171391,172551,173955,175663,177511,,,185309,188037,190730,194166,197762,202321,206927,212669,219281,227818,237108,245833,254782,262094,269019,272953,274512,278050,282454,287456,289845,290887,290537,289107,286794,285714,283772,281945,279957,278809,278395,278344,277973,276698,274740,272250,269275,266598,262715,259157,255189,250209,244987,238748,234716,230257,225485,219124,213299,208616,202692,196673,191295,188548,185502,182202,178369,175453,173000,170677,168568,166270,165936,166016,166039,164803,163624,163286,162540,161603,159125,157365,154984,153489,151572,149885,147916,146111,144804,143052,141470,139663,138676,138087,137760,137769,137703,138542,139087,140061,140610,142512,145250,148336,151164,153924,157111,159894,162648,164274,166448,167862,169880,171415,173358,175961,179065,181572,183642,185251,186030,187491,189274,191870,192641,192472,192349,192673,192799,192988,192843,193174,193990,195016,195574,195981,197461,199079,200612,201324,202488,203561,204980,205810,206454,207115,208811,210315,211534,212434,213446,214289,214751,215548,216708,218244,219744,220662,221629,222933,224617,225928,227077,228259,229832,230841,232228,233471,234814,235684,237083,239071,241142,242893,244388,245741,247171,248617,250403,251671,252845,253755,255036,256279,257546,258405,259207,260138,261318,263012,264453,265891,267350,269385,271291,273236,275755,279331,281739,283430,285369,289230,293920,298718,303995,309882,316664,322576,330031,336274,346508,357187,369116,378930,386657,393928,399902,405600,411256,418942,427347,437275,445126,26.0%
53,16,Tennessee,State,TN,114255,114443,114589,114918,115209,115449,115704,115954,116284,116580,116939,117364,117872,118253,118600,118869,119177,119435,119665,119965,120271,120624,120874,121057,121191,121411,121646,121844,122037,122242,122477,122659,122865,123126,123372,123620,123783,124050,124297,124604,124889,125200,125491,125794,126104,126451,126754,127042,127329,127697,128111,128568,128979,129403,129861,130350,130860,131399,131904,132419,132891,133511,134208,135000,135785,136620,137551,138477,139371,140172,140919,141658,142252,142952,143663,144518,145323,146161,146999,147858,148613,149327,149881,150366,150659,151034,151512,152093,152632,153093,153452,153717,153780,153741,153469,153136,152569,152106,151735,151593,151469,151249,150851,150304,149697,149178,148597,148002,147459,147076,146665,146085,145333,144611,143946,143451,143033,142728,142438,142242,142148,142068,142099,142156,142249,142172,141954,141598,141152,140621,140085,139493,138796,138216,137659,137312,136889,136543,136169,135865,135557,135190,134857,134552,134439,134332,134368,134450,134604,134669,134778,134888,135090,135236,135370,135533,135799,136129,136504,136922,137272,137638,137943,138422,138999,139705,140466,141112,141739,142183,142555,142818,143169,143565,143961,144263,144544,144783,145060,145455,145972,146508,147036,147551,148215,148805,149401,149945,150619,151369,152271,153032,153797,154509,155315,156046,156649,157202,157916,158653,159550,160439,161508,162562,163436,164178,165106,166280,167501,168658,169781,170856,171826,172765,173812,174903,175947,177111,178207,179330,180337,181380,182433,183407,184409,185420,186376,187300,188294,189252,190220,191059,191913,192636,193223,193855,194607,195486,196481,197478,198521,199823,201308,202808,204104,205358,206570,207856,209307,211063,213354,215851,219047,222010,225068,227970,231518,235811,240712,245766,250715,255532,260458,266347,272301,279080,284181,289787,294296,14.8%
32,17,Missouri,State,MO,100753,100956,101204,101730,102309,102880,103482,104156,104824,105545,106329,107035,107522,107869,108355,108985,109667,110363,111043,111653,112262,112917,113617,114324,114966,115612,116153,116685,117223,117842,118489,119059,119676,120352,121036,121631,122156,122730,123291,123858,124473,125152,125820,126491,127159,127882,128533,129223,129827,130315,130684,131001,131474,132020,132696,133253,133723,134160,134676,135257,135809,136307,136791,137301,137936,138579,139224,139856,140498,141170,141762,142321,142758,143152,143487,143843,144182,144541,144908,145234,145592,145980,146351,146614,146785,146925,147053,147117,147131,147091,147040,146966,146815,146587,146181,145783,145460,145368,145265,144930,144522,144022,143529,142983,142490,142054,141403,140738,140110,139723,139422,139086,138622,137982,137290,136735,136206,135840,135793,135955,135953,135681,135654,135901,136118,135894,135365,134633,133786,132855,131901,131007,130226,129559,128774,127987,127220,126625,126151,125612,125197,124637,124191,123642,123307,123094,123188,123511,123864,124031,123980,123928,124027,123983,124133,124289,124829,125177,125511,125726,126085,126537,126937,127201,127282,127518,127690,127964,128118,128386,128694,129186,129859,130529,131043,131381,131613,131841,132084,132311,132341,132470,132744,133394,134030,134677,135190,135667,136104,136532,136857,137326,137750,138358,138890,139490,140134,140806,141512,142126,142760,143462,144236,144877,145545,146324,147163,147955,148516,149085,149625,150283,151115,151949,152694,153370,154115,154928,155805,156673,157509,158231,158960,159738,160375,161015,161612,162428,163325,164287,165031,165563,166011,166420,166788,167035,167423,167890,168418,168960,169632,170472,171260,171915,172295,172936,173955,175557,177338,179213,181194,183236,185594,188050,190817,193550,196344,199087,201845,204233,206268,208193,210210,212854,215605,218995,222174,224980,227286,15.1%
27,18,Maryland,State,MD,164169,164195,164399,164820,165545,166288,167113,167791,168511,169306,170150,171109,171844,172582,173219,174181,175199,176393,177583,178916,180248,181491,182745,184055,185410,186725,188086,189653,191596,193697,195952,198224,200439,202572,204506,206560,208459,210487,212519,214784,217219,219928,222719,225591,228526,231529,234273,236839,239201,241863,244513,247755,251314,255595,260130,265188,270167,274678,278844,282925,287166,291181,295210,300151,305646,311784,318068,324447,329756,334707,338366,342663,345785,349271,352897,357177,361252,364197,366701,368483,369631,369770,369787,369503,369413,369183,369491,369792,369883,369274,368209,367165,366092,364268,361218,358045,355641,353805,351737,349021,345285,340795,335507,330590,325839,321651,318361,315163,311962,308329,304635,300917,297516,294975,292333,290094,287504,285756,284439,283676,283371,282744,282436,282199,282507,282234,281160,279004,276662,274553,272454,270355,268494,267661,267429,266890,265669,264314,262665,260968,259109,257983,257283,256666,255820,255331,255427,255862,256202,256391,256637,256841,257163,257514,258299,259217,260537,262017,263806,265589,267473,268986,270375,271441,272891,274383,276315,277652,278894,280046,280873,281871,281976,282138,281839,281733,281653,281752,282062,282304,282307,282392,282883,283160,283461,283103,282933,282454,282506,282572,282509,283108,283690,284666,285130,286143,287265,287870,288394,288495,289609,290506,291767,292687,293890,295058,296018,296960,297478,298059,298062,298420,299119,300368,301935,303387,304224,305173,305972,307432,308495,309452,310229,310620,311018,311354,312215,313170,314475,315321,315710,315769,316011,316395,316496,316547,316631,316923,317282,317681,318446,319104,320209,320981,321733,322595,324511,327152,330340,333811,337770,341877,345274,349419,354023,359086,363337,367494,371516,375332,378297,381109,383758,386270,389170,392302,396038,399641,403076,13.9%
60,19,Wisconsin,State,WI,119215,119266,119511,119823,120299,120751,121337,121933,122504,123071,123594,124144,124650,125227,125826,126503,127116,127728,128349,128988,129620,130235,130824,131411,131979,132559,133105,133641,134163,134701,135227,135828,136429,137143,137762,138392,138883,139430,140088,140785,141630,142504,143484,144614,145783,147032,147834,148516,149093,149942,150788,151832,153129,154573,156152,157313,158411,159369,160422,161424,161894,162264,162689,163670,164918,166260,167591,168832,169866,170680,171319,171819,172167,172568,172884,173248,173529,173749,173872,174054,174353,174679,174877,174965,175204,175368,175598,175677,175701,175648,175384,175278,175188,175240,175134,175021,174831,174360,173614,172785,172132,171722,171267,170709,169972,168900,167654,166495,164793,163833,162938,162970,162508,162073,161439,161024,160495,159964,159362,158921,158873,159105,159437,159725,159863,159589,159022,157866,156364,154907,153551,152461,151418,150340,149384,148388,147521,146760,145970,145440,145008,144522,144112,143512,143124,142523,142282,142160,142540,142784,143112,143042,143011,142685,142614,142370,142462,142152,142524,143144,144315,145163,145916,146525,147257,147863,148376,148687,149039,149628,150488,151120,151598,151974,152464,152596,152495,152373,152587,153009,153422,153992,154352,155050,155501,155871,155962,156009,156172,156482,157053,157749,158431,159122,159646,160320,161040,161975,162668,163488,164341,165348,166223,167185,168207,169270,170237,171263,172157,173057,173837,174652,175359,176051,176873,178092,179474,180878,182226,183434,184550,185307,186015,186646,187455,188304,189105,189964,190657,191828,192984,194205,194809,195223,195703,196384,196979,197822,198472,199495,200331,201565,202658,203739,204473,205220,206278,207954,209928,212010,214503,217034,219835,222532,225357,227960,230785,234170,237553,240397,242519,244292,245941,248028,250705,253749,256803,259842,262362,14.1%
31,20,Minnesota,State,MN,136128,136816,137358,138612,139781,141108,142503,144622,146571,148575,150039,151794,153297,154699,156175,157801,159344,160858,162449,164268,166170,168137,169906,171356,172560,173626,174678,175679,177034,178297,179680,180876,182172,183417,184692,186140,187579,188894,190105,191260,192582,193792,195123,196389,197788,199037,200297,201505,202667,203925,205157,206628,208069,209683,211101,212379,213577,214674,215668,216702,218061,219530,220685,222039,223421,224831,225829,226568,227452,228264,229187,229810,230339,230752,231071,231409,231590,231885,231802,231639,231115,230816,230396,230293,230277,230342,230104,229656,228996,228245,227193,226401,225542,224809,223574,222049,220345,218394,216635,214936,213497,212175,210644,208696,206526,204315,202345,200571,198857,197241,195238,193552,192321,191608,191060,190566,189846,188960,188106,187743,187605,187800,188429,189028,189498,189242,188638,187239,185411,183476,181828,179838,178066,176147,174974,173543,172176,170759,169577,168752,167945,167137,166205,165265,164606,164341,164792,165453,166159,166942,167810,168769,169809,171090,172463,173781,175069,176146,177345,178444,180230,181917,183766,185318,186798,188138,189222,190211,191482,193169,195311,197126,198324,198805,198878,198601,198197,197729,197594,197943,198540,199964,201438,203014,203774,204169,204522,204903,205430,205893,206706,207758,209298,211012,212667,213916,214556,215127,215853,216900,217797,218776,219803,221030,222305,223809,225508,227396,229042,230329,231230,231865,232611,233355,234609,236227,238150,240142,241948,243553,244676,245486,246146,247148,248176,249342,250373,251645,252945,254121,254787,255417,256112,256957,257629,258127,258953,259924,260968,262075,263117,264157,265139,266144,267029,267718,268590,270203,272408,275242,278359,281354,284691,287565,290720,292972,296431,300530,305503,309187,311863,313727,315796,318713,321587,324605,327377,330612,333581,12.3%
10,21,Colorado,State,CO,186892,187802,188665,190613,192541,194636,196645,198899,201175,203418,205563,207622,209752,211728,213757,215695,217598,219286,220981,222667,224161,225444,226463,227258,227626,228104,228851,229789,230751,231531,232296,232760,233301,233859,234384,234584,234623,234702,235124,235533,235747,235863,236018,236260,236521,236751,237187,237629,238004,238327,238724,239343,240082,240860,241504,242097,242328,242711,243025,243680,244345,244810,245341,245980,246871,247674,248371,249038,249574,250229,250763,251332,251893,252217,252513,252800,253488,254078,254364,254686,254618,254418,253923,253826,253778,253599,253532,253786,254355,254906,255247,255377,254988,254352,253383,252355,251159,250178,249222,248445,247486,246612,245482,244501,243719,243119,242312,241413,240598,240235,239963,239742,239400,239020,238415,237900,237497,237357,237492,237795,238477,239150,239674,239684,239176,238325,237251,236103,234937,233894,232939,232008,231268,230565,229887,229144,228084,227242,226411,226033,225844,225740,225769,225858,226249,226785,227390,228099,229181,230538,232131,233309,234622,235888,237383,238800,240522,242491,244658,246404,247981,249448,251276,253197,254996,256622,258191,260013,261645,263426,264851,266307,267736,269210,270780,271961,273441,275265,277650,280305,283249,286385,289414,292197,295001,297626,300250,302882,305766,308719,311688,314697,317380,320183,322971,325984,328434,330523,332604,334698,336707,338719,341215,343962,346915,349977,353061,355807,358042,360023,361603,363150,365012,367328,369712,372629,375237,377870,380119,382849,385458,387732,389605,391400,393373,395521,397895,399668,400979,402413,403500,404380,404303,404415,404533,405188,406162,407081,408036,409482,411735,413695,415605,417318,418786,419831,421147,423760,427397,431973,436946,442017,447574,453655,460698,468487,478459,490139,502063,511806,519551,526384,533618,541878,550678,560288,570673,581172,589634,16.7%
4,22,Alabama,State,AL,101249,101523,101673,102014,102336,102696,102977,103220,103518,103883,104308,104782,105325,105760,106125,106372,106625,106869,107146,107359,107641,107982,108303,108508,108614,108804,108959,109145,109351,109590,109852,110056,110301,110548,110824,111106,111340,111658,111976,112383,112678,112931,113165,113433,113736,113983,114259,114507,114786,115060,115390,115710,116102,116581,117137,117615,118051,118532,119149,119796,120302,120687,120971,121312,121691,122174,122713,123260,123818,124508,125375,126301,127211,128106,129135,130210,131240,132212,133102,134065,134839,135534,135867,136160,136284,136834,137418,138184,138484,138694,138700,138832,138913,138987,138918,138772,138495,138263,137987,137820,137723,137744,137668,137336,137010,136519,136170,135558,135144,134605,134114,133435,132827,132177,131588,130951,130363,129894,129517,129201,129043,128913,128578,128129,127629,127160,126506,125822,125241,124789,124177,123453,122713,122126,121762,121442,121202,120906,120586,120267,119892,119505,118986,118615,118567,118592,118708,118584,118583,118483,118467,118432,118481,118528,118689,118791,118988,119141,119462,119728,119871,119963,120070,120328,120512,120665,120810,121000,121150,121234,121328,121561,121913,122276,122581,122860,123037,123234,123468,123694,123914,124090,124397,124678,124913,125067,125270,125464,125699,125822,125943,126148,126399,126733,127056,127504,127833,128131,128315,128592,128843,129207,129627,130102,130390,130632,130894,131289,131670,131935,132261,132674,133243,133716,134121,134673,135190,135743,136206,136762,137373,138030,138766,139422,140029,140550,141191,141708,142240,142744,143251,143725,144192,144767,145410,145995,146522,147084,147801,148611,149399,150194,151039,151910,152816,153558,154372,155409,156807,158278,159765,161155,163109,165070,167234,168989,171022,173379,176062,178684,181060,183252,185342,188504,191658,195335,197961,200792,202984,12.9%
51,23,South Carolina,State,SC,123380,123788,124061,124692,125169,125687,126146,126677,127233,127777,128332,128763,129355,129866,130435,130754,131168,131577,132101,132442,132754,133066,133420,133763,133992,134135,134300,134455,134723,134954,135319,135618,135936,136235,136583,136930,137273,137691,138085,138371,138662,139004,139531,140014,140503,140967,141429,141896,142328,142830,143365,143867,144525,145229,146084,146785,147580,148394,149285,150122,150949,151782,152771,153727,154698,155716,156973,158241,159449,160564,161636,162753,163756,165083,166214,167480,168651,170024,171402,172581,173557,174348,174912,175379,175799,176213,176597,176810,177066,177200,177366,177489,177545,177389,177193,176992,176972,176808,176439,176038,175700,175407,174747,173947,173123,172424,171358,170349,169137,168162,167395,166639,165704,164536,163570,162868,162211,161592,161136,160881,160757,160521,160200,160024,160001,159805,159306,158705,157952,157173,156401,155488,154463,153288,152454,151623,150874,150132,149619,149133,148622,148095,147592,147427,147450,147748,147754,147783,147649,147511,147252,147011,147036,147177,147358,147426,147504,147646,148095,148500,148896,149287,149810,150516,151128,151715,152275,152768,153366,153914,154332,154519,154740,155056,155470,155844,156224,156581,156846,157114,157420,157939,158617,159364,159982,160551,161069,161504,161899,162419,163057,163717,164301,164786,165298,165845,166536,167194,167790,168513,169320,170220,171028,171755,172186,172774,173309,174241,174986,175811,176518,177234,177903,178556,179275,180010,180972,181996,183281,184349,185293,186073,186892,187735,188638,189443,190291,191152,191994,192813,193383,194013,194548,195159,195813,196423,197038,197640,198233,198831,199383,199973,200741,201521,202669,203713,204976,206211,207806,209588,211479,213372,215451,217837,220384,223234,226336,230389,234752,239743,244657,249707,254489,259650,264797,270156,275325,280955,286590,13.1%
